,summary,Mitigation,Impact,Causes,Hazard,word
While,3.5848019762748677,-0.050961303748439754,0.0014641019984319701,0.02932899864363923,0.0172290784159162,While
im… while,3.5848019762748677,-0.050961303748439754,0.0014641019984319701,0.02932899864363923,0.0172290784159162,im… while
while part+s,3.6168336233004563,-0.04989470317953848,0.0032866680462229985,0.024130959754461317,0.01946682211181188,while part+s
part+s tamil,3.6739587009357666,-0.04931650135534712,0.005077518372997242,0.019149062052510123,0.02192451540696381,part+s tamil
nadu are,3.762953973549112,-0.0508470303482383,0.005178589217332816,0.019402620364647214,0.022924593138843583,nadu are
are likely,3.79915262548422,-0.05144824819416426,0.0052179937314550135,0.019501458663525848,0.023317574735440223,are likely
receive,3.900819189295836,-0.05307488485467813,0.005323735018514538,0.01976665528320527,0.024381274065726394,receive
likely receive,3.900819189295836,-0.05307488485467813,0.005323735018514538,0.01976665528320527,0.024381274065726394,likely receive
receive heavy,3.996417061290562,-0.054526203806659714,0.0054169709650745655,0.020000462879900646,0.025330998619503053,receive heavy
rainfall over,3.760407195843544,-0.07257400382998017,-0.018179984101635717,0.0689642341378483,0.01599801533701603,rainfall over
over 100mm,4.386361497771118,-0.05977072933462845,0.005744484150760662,0.020821881501156703,0.028770185372891267,over 100mm
100mm light,4.562233294761315,-0.06183495139678875,0.005869005571024435,0.021134398802479876,0.030127917447979248,100mm light
moderat+e rain,4.078829083666154,-0.05572086485674626,0.0054929034004726355,0.020190874148594856,0.026113331449801117,moderat+e rain
rain accompanied,5.683080191291825,-0.07194936789038482,0.0064366240156879554,0.022563948807703012,0.03683265257910415,rain accompanied
accompanied thunderstorm,9.422873699165402,-0.08850429233848257,0.0071595405350329865,0.024430414477421183,0.048139462756642576,accompanied thunderstorm
thunderstorm and,6.041245096581893,-0.10138497844698056,-0.021594079452421797,-0.005361049167724508,0.10894115232039786,thunderstorm and
lightning expected,3.9560277285106893,-0.08723627183192673,-0.03023914106968551,0.0983569831652072,0.010185961953741876,lightning expected
isolated,4.518438498791774,-0.07431185229173164,-0.007896032633122297,0.007259148618527812,0.06531809288043947,isolated
expected isolated,4.518438498791774,-0.07431185229173164,-0.007896032633122297,0.007259148618527812,0.06531809288043947,expected isolated
places,4.30671031890842,-0.0685900358249519,-0.004733005647864207,0.01019964931037586,0.055253906099948236,places
isolated place+s,4.30671031890842,-0.0685900358249519,-0.004733005647864207,0.01019964931037586,0.055253906099948236,isolated place+s
place+s the,3.715481618528133,-0.06978857352400204,-0.016080571911105634,0.06388875128325884,0.016647640974149426,place+s the
Deepavali…,3.947936152001818,-0.05966301479776995,-0.0008927275030201462,0.013584157798145176,0.04133786354893772,Deepavali…
state deepavali…,3.947936152001818,-0.05966301479776995,-0.0008927275030201462,0.013584157798145176,0.04133786354893772,state deepavali…
+1203,3.818592131126449,-0.05655200224749421,0.00011423967812505562,0.014397704610195843,0.03705449905094539,+1203
deepavali… +1203,3.818592131126449,-0.05655200224749421,0.00011423967812505562,0.014397704610195843,0.03705449905094539,deepavali… +1203
+1203 char+s,3.7632002870563506,-0.05522228942155523,0.0004930370686603849,0.01468819128820598,0.035314172556580724,+1203 char+s
Can,2.32696902766938,-0.144939248164469,0.23137026706678432,-0.14318408776520186,0.003767930461645191,Can
ca+n lightning,2.3286133550032684,-0.14564563772740866,0.23292034346669757,-0.14389047732814167,0.0030615408987054137,ca+n lightning
Really,2.3328859607563297,-0.14747878481598534,0.23692668467757516,-0.14572362441671824,0.0012283938101286707,Really
lightning really,2.3328859607563297,-0.14747878481598534,0.23692668467757516,-0.14572362441671824,0.0012283938101286707,lightning really
Travel,2.3360236445995928,-0.14882286066274247,0.23984935590715556,-0.14706770026347538,-0.00011568203662844765,Travel
really travel,2.3360236445995928,-0.14882286066274247,0.23984935590715556,-0.14706770026347538,-0.00011568203662844765,really travel
Through,2.3392919261160334,-0.15022096181736155,0.24287632070416454,-0.14846580141809446,-0.0015137831912473742,Through
travel through,2.3392919261160334,-0.15022096181736155,0.24287632070416454,-0.14846580141809446,-0.0015137831912473742,travel through
Your,2.3431991132656065,-0.1518898120184723,0.2464720087588424,-0.15013465161920517,-0.003182633392358229,Your
through your,2.3431991132656065,-0.1518898120184723,0.2464720087588424,-0.15013465161920517,-0.003182633392358229,through your
Plumbing,2.345740826892098,-0.15297394357395336,0.2487977592315605,-0.15121878317468626,-0.0042667649478391745,Plumbing
your plumbing,2.345740826892098,-0.15297394357395336,0.2487977592315605,-0.15121878317468626,-0.0042667649478391745,your plumbing
And,2.3505247451499596,-0.15501127295373238,0.2531470146598114,-0.15325611255446528,-0.006304094327618241,And
plumbing and,2.3505247451499596,-0.15501127295373238,0.2531470146598114,-0.15325611255446528,-0.006304094327618241,plumbing and
Hurt,2.352742894467104,-0.1559545105713058,0.2551512472744551,-0.15419935017203876,-0.007247331945191746,Hurt
and hur+t,2.352742894467104,-0.1559545105713058,0.2551512472744551,-0.15419935017203876,-0.007247331945191746,and hur+t
You,2.664281327533992,-0.28030702444713845,0.3857069341839266,-0.2785518640478716,0.009052669541391473,You
hur+t you,2.3431991132656065,-0.1518898120184723,0.2464720087588424,-0.15013465161920517,-0.003182633392358229,hur+t you
you you,2.3431991132656065,-0.1518898120184723,0.2464720087588424,-0.15013465161920517,-0.003182633392358229,you you
Take,2.3622469125215253,-0.15998592158821062,0.2636513059738237,-0.15823076118894358,-0.011278742962096449,Take
you take,2.3622469125215253,-0.15998592158821062,0.2636513059738237,-0.15823076118894358,-0.011278742962096449,you take
Bath,2.366758103340739,-0.1618938037632059,0.2676371125231962,-0.16013864336393885,-0.01318662513709187,Bath
take bath,2.366758103340739,-0.1618938037632059,0.2676371125231962,-0.16013864336393885,-0.01318662513709187,take bath
During,2.3701276934943962,-0.16331650672314196,0.2705940910247822,-0.16156134632387484,-0.014609328097027802,During
bath during,2.3701276934943962,-0.16331650672314196,0.2705940910247822,-0.16156134632387484,-0.014609328097027802,bath during
during thunderstorm,2.3765313231302923,-0.16601467126303635,0.27616665486009945,-0.16425951086376928,-0.0173074926369222,during thunderstorm
lightning can,2.8599181491269645,-0.3511656791518181,0.49814471974663543,-0.34941051875255114,-0.06180598516328813,lightning can
terrifying,2.4027076096253577,-0.1769689460407926,0.29832703700692315,-0.17521378564152545,-0.028261767414678403,terrifying
can terrifying,2.4027076096253577,-0.1769689460407926,0.29832703700692315,-0.17521378564152545,-0.028261767414678403,can terrifying
terrifying but,2.415065180542247,-0.18209895052885186,0.3084571025565866,-0.18034379012958476,-0.03339177190273779,terrifying but
pretty,2.432908186316246,-0.18946000018501827,0.322727042408417,-0.18770483978575125,-0.04075282155890423,pretty
but pretty,2.432908186316246,-0.18946000018501827,0.322727042408417,-0.18770483978575125,-0.04075282155890423,but pretty
pretty cool,2.4423588691322053,-0.19333699586394731,0.33012029062622894,-0.19158183546468044,-0.044629817237833325,pretty cool
Shutterstock,2.4511447473992813,-0.19692783318463586,0.3368941760631416,-0.19517267278536876,-0.04822065455852175,Shutterstock
shutterstock lightning,2.4784205555132606,-0.20799415842633476,0.3573373314619363,-0.2062389980270677,-0.05928697980022062,shutterstock lightning
can very,2.515943435940682,-0.22302053076085812,0.3840969069963053,-0.22126537036159116,-0.07431335213474412,can very
dangerous,2.529348669671973,-0.22833450069390596,0.393297725600883,-0.226579340294639,-0.0796273220677919,dangerous
very dangerous,2.529348669671973,-0.22833450069390596,0.393297725600883,-0.226579340294639,-0.0796273220677919,very dangerous
dangerous with,2.5606961844834437,-0.24065184250038593,0.4141220927085039,-0.23889668210111897,-0.0919446638742719,dangerous with
with storms,2.5792671251248667,-0.24787797246768248,0.42602392577788806,-0.24612281206841527,-0.09917079384156825,with storms
storms causing,2.609633148029578,-0.2595823290611014,0.4448289851737028,-0.2578271686618344,-0.11087515043498732,storms causing
millions,2.652888831508362,-0.27602184525670376,0.47030238753373904,-0.27426668485743677,-0.1273146666305898,millions
causing million+s,2.652888831508362,-0.27602184525670376,0.47030238753373904,-0.27426668485743677,-0.1273146666305898,causing million+s
dollars,2.7464478822082814,-0.31068107146082946,0.5207020731837249,-0.3089259110615626,-0.16197389283471544,dollars
million+s dollar+s,2.7464478822082814,-0.31068107146082946,0.5207020731837249,-0.3089259110615626,-0.16197389283471544,million+s dollar+s
worth,2.845920266891896,-0.34625915734152907,0.5682655368827886,-0.3445039969422621,-0.19755197871541505,worth
dollar+s worth,2.845920266891896,-0.34625915734152907,0.5682655368827886,-0.3445039969422621,-0.19755197871541505,dollar+s worth
property,3.0489994886647103,-0.4151861742161732,0.6502331871612453,-0.4134310138169062,-0.2664789955900591,property
worth property,3.0489994886647103,-0.4151861742161732,0.6502331871612453,-0.4134310138169062,-0.2664789955900591,worth property
property da+mög+e,3.71564358535813,-0.6129245767471487,0.8307790346673495,-0.611169416347882,-0.4642173981210349,property da+mög+e
each,4.103145139299284,-0.7121264606960942,0.8619695235029897,-0.7103713002968272,-0.42276676670756413,each
da+mög+e each,3.1239159547360096,-0.4394600024380477,0.6763379219714436,-0.43770484203878085,-0.2907528238119336,da+mög+e each
each year,2.963208362638289,-0.38664526154636,0.617782040667247,-0.38489010114709293,-0.23793808292024587,each year
year and,2.845920266891896,-0.34625915734152907,0.5682655368827886,-0.3445039969422621,-0.19755197871541505,year and
and some,2.7906563876259747,-0.3266495064609888,0.5425400134280607,-0.32489434606172185,-0.17794232783487485,and some
unlucky,2.736705435048216,-0.3071274748901324,0.5157283401228653,-0.3053723144908654,-0.15842029626401824,unlucky
some unlucky,2.736705435048216,-0.3071274748901324,0.5157283401228653,-0.3053723144908654,-0.15842029626401824,some unlucky
people,2.6723142051039592,-0.2833175144075272,0.48127224809701225,-0.2815623540082601,-0.13461033578141302,people
unlucky people,2.6723142051039592,-0.2833175144075272,0.48127224809701225,-0.2815623540082601,-0.13461033578141302,unlucky people
people being,2.6299011113647808,-0.26731891915720785,0.4569500847418455,-0.2655637587579409,-0.11861174053109388,people being
killed,2.6003568329538735,-0.25602135297018375,0.43916819264196505,-0.2542661925709167,-0.10731417434406969,killed
being killed,2.6003568329538735,-0.25602135297018375,0.43916819264196505,-0.2542661925709167,-0.10731417434406969,being killed
severely,2.5606961844834437,-0.24065184250038593,0.4141220927085039,-0.23889668210111897,-0.0919446638742719,severely
killed severely,2.5606961844834437,-0.24065184250038593,0.4141220927085039,-0.23889668210111897,-0.0919446638742719,killed severely
injured,2.532192432031414,-0.22945817532245175,0.3952262906663532,-0.22770301492318454,-0.08075099669633769,injured
severely injured,2.532192432031414,-0.22945817532245175,0.3952262906663532,-0.22770301492318454,-0.08075099669633769,severely injured
injured du+e,2.5109293838965985,-0.22102563099449302,0.38060814022482375,-0.21927047059522595,-0.072318452368379,injured du+e
du+e storms,2.5792671251248667,-0.24787797246768248,0.42602392577788806,-0.24612281206841527,-0.09917079384156825,du+e storms
storms each,3.1239159547360096,-0.4394600024380477,0.6763379219714436,-0.43770484203878085,-0.2907528238119336,storms each
+2972,2.4640054062270647,-0.2021609136704954,0.34664172069181454,-0.2004057532712284,-0.05345373504438133,+2972
each +2972,2.4640054062270647,-0.2021609136704954,0.34664172069181454,-0.2004057532712284,-0.05345373504438133,each +2972
+2972 chars,2.454229704215569,-0.19818561982393285,0.3392503870614644,-0.1964304594246657,-0.049478441197818815,+2972 chars
Timeline,6.066944177487041,0.03210181802779602,-0.09783169629578682,-0.026713134578418507,0.07882170820880384,Timeline
timeline severe,6.3747454108246595,0.045194404788786655,-0.0917514293274643,-0.017430341565226413,0.054176275362814275,timeline severe
severe storms,6.633605640379141,0.06220524817556009,-0.08157096377328532,-0.004359684428806794,0.01795502786182981,severe storms
storms could,7.064858569779187,0.07417104857335931,-0.07929540779784193,0.001690273191275008,-0.0014225718274071726,storms could
bring,7.662431213329868,0.08285038372359727,-0.08318128658488731,0.002254944516403782,-0.007350232302067221,bring
could bring,7.662431213329868,0.08285038372359727,-0.08318128658488731,0.002254944516403782,-0.007350232302067221,could bring
bring large,8.800045916747106,0.08414462496644852,-0.10300982965779672,-0.01086119480208742,0.020326453723632672,bring large
hail damaging,8.737911426099975,0.09522058948227648,-0.054468962829997115,0.03430178545092999,-0.07852196088727645,hail damaging
wind+s possible,7.279747023940118,0.018887483479282027,-0.04052877240488522,0.031086850645132853,-0.009609984982336242,wind+s possible
possible tornado,7.086737634448788,-0.021675567067775587,-0.10567039863902816,-0.03628259802174987,0.13779881775595207,possible tornado
tonight,6.4944890066810235,0.02394662057016564,-0.06891422853606471,-0.0017829708872358666,0.04106762841832256,tonight
tornado tonight,6.4944890066810235,0.02394662057016564,-0.06891422853606471,-0.0017829708872358666,0.04106762841832256,tornado tonight
BIG,9.822821836580502,0.044418263106287686,-0.06779179253081438,0.006137475058481659,0.013710775372112743,BIG
tonight big,6.199900578100613,0.039815404808875465,-0.05788489030353547,0.007083815610548898,0.008579148163760441,tonight big
COUNTRY,9.631423506811098,0.05011893357409328,-0.06425242838835063,0.008631336426687354,0.002766114044463826,COUNTRY
big country,15.697008522006811,0.03347607900368813,-0.05963592415930594,0.03487040302928652,-0.010052294311454171,big country
KTAB/KRBC,9.323932326203375,0.058193177226560554,-0.059804864368400705,0.010773435809526988,-0.011199012512377883,KTAB/KRBC
country ktab/krbc,9.323932326203375,0.058193177226560554,-0.059804864368400705,0.010773435809526988,-0.011199012512377883,country ktab/krbc
ktab/krbc severe,10.144230923561885,0.05038371374764271,-0.1070727393056218,-0.02224129498818984,0.06584782181955712,ktab/krbc severe
continue,9.501104436422729,0.03138027268255019,-0.058424564029495044,0.06493870155272138,-0.03912557312533833,continue
expected continue,9.501104436422729,0.03138027268255019,-0.058424564029495044,0.06493870155272138,-0.03912557312533833,expected continue
continue this,9.927849419819413,0.012737616284418593,-0.062149731746355526,0.08217475866724987,-0.03508556044321581,continue this
evening strong,12.064001184602938,-0.06522644712130354,-0.10133784441127619,0.18303326229916783,-0.03699905846283241,evening strong
line,10.074725949770215,0.011736663102017193,-0.14137867459154763,-0.05844611646890516,0.15368661966871175,line
strong line,10.074725949770215,0.011736663102017193,-0.14137867459154763,-0.05844611646890516,0.15368661966871175,strong line
line thunderstorms,18.035950461490955,-0.05635532407172947,-0.024930910780092144,0.06441433934715725,0.012606836621152081,line thunderstorms
thunderstorms moves,11.31156409557262,-0.013845051102541457,-0.03842931785173982,0.06691012249968434,-0.015861965825045378,thunderstorms moves
moves across,10.434416629419577,-0.0044746042094004805,-0.04014828977095947,0.06448173666067948,-0.020647046280239775,moves across
Big,13.603948260805835,0.03314699996865183,-0.0491656297080364,0.044139535859175794,-0.02838902258417457,Big
the big,9.41805542174336,0.007844300478896721,-0.04181351868830328,0.059942509097559375,-0.026303914324738165,the big
Country,9.150868886329045,0.011316184359176706,-0.04216677193234416,0.0584066262168272,-0.027783329596072655,Country
country and,8.71259482156524,0.017172061847362523,-0.042648443466222846,0.05557178815460698,-0.03017538972313103,country and
Heartland,8.529054816045443,0.019668530819803964,-0.04280962288578177,0.054271024576725,-0.0311577251543622,Heartland
and heartland,8.529054816045443,0.019668530819803964,-0.04280962288578177,0.054271024576725,-0.0311577251543622,and heartland
heartland ...,5.3035996792582605,0.0220569716377539,-0.035706259050040316,0.0453865039880502,-0.03122562732015995,heartland ...
... big,6.199900578100613,0.039815404808875465,-0.05788489030353547,0.007083815610548898,0.008579148163760441,... big
heartland region+s,5.043159234439934,0.0015403677823323473,-0.033491498590597565,0.05766883084055683,-0.02571095543350195,heartland region+s
Storms,4.899492759983086,0.0052475025657528224,-0.03339288305271222,0.055222376147066564,-0.026902577576879704,Storms
storms have,4.8040787412260695,0.00774857447952112,-0.0332872616604006,0.05349101667542373,-0.02767363933887338,storms have
have already,4.742831212267204,0.009365417240047412,-0.033201495129273464,0.052336529591014855,-0.028158266020746062,have already
already begun,4.654623555977725,0.011702768598251543,-0.033052010274309505,0.050617432139328865,-0.028839769727991453,already begun
begun developing,4.595096161019037,0.013281563241679022,-0.03293305005500028,0.04942166972712321,-0.02928729718553853,begun developing
+2077,4.473670115078181,0.01648916853016093,-0.03264266697837111,0.04690162303443141,-0.030164172677588922,+2077
developing +2077,4.473670115078181,0.01648916853016093,-0.03264266697837111,0.04690162303443141,-0.030164172677588922,developing +2077
+2077 char+s,4.427749682377099,0.01769225041241655,-0.03251537423443568,0.045923177524165866,-0.030481558502177517,+2077 char+s
Texas,11.604767077120018,0.04681983536751478,-0.043410916572863986,0.020570495610384612,-0.02417241954460109,Texas
for texas,5.986061113582764,0.03729335647463684,-0.02952872270348625,0.007479656540724518,-0.015053535778553442,for texas
texas oklahoma,5.783528313289108,0.05397143475646329,-0.04296107726959841,-0.0046179779331010275,-0.007793231406303845,texas oklahoma
oklahoma flash,5.719989529929883,0.09480847559755846,-0.08241875205488554,-0.04244245263022098,0.02023910461302216,oklahoma flash
floods,5.886816111310436,0.1687169026179411,-0.13481710622937326,-0.09396495582821765,0.030310069939421556,floods
flash flood+s,5.886816111310436,0.1687169026179411,-0.13481710622937326,-0.09396495582821765,0.030310069939421556,flash flood+s
flood+s tornado,5.881687422789718,0.021381026812222287,-0.16007550469121629,-0.11813959282109465,0.20117958791549773,flood+s tornado
tornado threat,5.443471684894,0.04312776776822278,-0.0955634589952085,-0.05285919726971843,0.0886370301955871,tornado threat
loom,5.409928389317135,0.03163853479569155,-0.06512267693858717,-0.022737701975800016,0.04916075659652048,loom
threat loom,5.409928389317135,0.03163853479569155,-0.06512267693858717,-0.022737701975800016,0.04916075659652048,threat loom
loom massiv+e,5.466609398933979,0.022594768612716965,-0.04336902860427925,-0.001454782655359206,0.01990401443865708,loom massiv+e
massiv+e storms,5.586980510106987,0.013205135578135765,-0.02645842230554908,0.014832467493996032,-0.0016038057949203544,massiv+e storms
sweep,5.794191007808006,0.012999899805273621,-0.021309732855674227,0.019259960387281696,-0.01038564262332299,sweep
storms sweep,5.794191007808006,0.012999899805273621,-0.021309732855674227,0.019259960387281696,-0.01038564262332299,storms sweep
sweep southern,6.048744873160473,0.008368447586769133,-0.02016902105887884,0.019596154083628612,-0.007363814863744012,sweep southern
plains severe,7.7181176797617,-0.01706620081196531,-0.013851033684404587,0.021271169260222753,0.008804468488167221,plains severe
effect,6.162391921572239,0.04607823977543742,-0.0330925779774424,0.009868254687681412,-0.022715618772874424,effect
warning effect,6.162391921572239,0.04607823977543742,-0.0330925779774424,0.009868254687681412,-0.022715618772874424,warning effect
effect for,6.204219377769656,0.04018814095820953,-0.030803033084772138,0.005336935065268731,-0.014688709333838054,effect for
for central,8.497597086375272,0.057762327766579434,-0.040358474593925574,0.014456600798839198,-0.03214728458514774,for central
Brewster,8.252785652184016,0.059361320807459615,-0.04144491999637226,0.016730389067794657,-0.0349795501962704,Brewster
central brewster,8.252785652184016,0.059361320807459615,-0.04144491999637226,0.016730389067794657,-0.0349795501962704,central brewster
brewster county,8.045715226932762,0.06085311810349097,-0.04368956323241439,0.021368762725205603,-0.038954569592476784,brewster county
county texas,5.986061113582764,0.03729335647463684,-0.02952872270348625,0.007479656540724518,-0.015053535778553442,county texas
texas october,7.6887896863403,0.06047224450375378,-0.052097176071312645,0.04126283040899767,-0.050550917302242024,texas october
service has,5.4809665563473,0.09299256112080523,-0.026440409272968826,-0.005008836224652776,-0.06364388837641813,service has
issued the,8.831375468567114,0.07956836875122228,-0.04059312411794165,0.009463195608486075,-0.04974851848081732,issued the
the aler+t,5.711511828758405,0.101802649668723,-0.019989001103151594,-0.01653967796033425,-0.06838290129972383,the aler+t
brings,6.528796075333319,0.11863438377123581,-0.006638848257637663,-0.0329249736013122,-0.08474186400369155,brings
system brings,6.528796075333319,0.11863438377123581,-0.006638848257637663,-0.0329249736013122,-0.08474186400369155,system brings
risks,6.9330910526745715,0.1275622422446805,0.0021816727163312694,-0.0423944098576591,-0.09489000631623445,risks
brings risks,6.9330910526745715,0.1275622422446805,0.0021816727163312694,-0.0423944098576591,-0.09489000631623445,brings risks
risks flash,7.75253941921809,0.14586945210840935,0.026368505081133028,-0.06514636467139165,-0.1202350465885945,risks flash
flooding hail,11.521783162156654,0.1805554187145415,-0.05275634109537125,-0.027717283436436497,-0.1173989952680902,flooding hail
possible tornado+es,7.970737099887506,0.04713100730301315,-0.10717360826470824,-0.06626142216256267,0.10471322761918467,possible tornado+es
Tourists,7.195741226580729,0.06564346681921861,-0.0721380500952322,-0.0062915883630753995,0.00819664955144843,Tourists
tourist+s big,7.064663016691148,0.06232070745612951,-0.045989551795243125,0.014001176234065441,-0.031110481807810793,tourist+s big
Bend,7.114071211438317,0.05870493274369177,-0.03945084362532435,0.018191809201025547,-0.03761104733216725,Bend
big bend,7.114071211438317,0.05870493274369177,-0.03945084362532435,0.018191809201025547,-0.03761104733216725,big bend
bend national,7.277513291924994,0.04874768953836052,-0.03604204374481725,0.018620073666272823,-0.031091069539363452,bend national
national severe,8.422407935383426,0.01481742218362654,-0.025288877891478077,0.02022227348396698,-0.009334116064394132,national severe
warning has,6.841715246986023,0.06758049821053831,-0.04174470349270768,0.006069421199994474,-0.0328084339418213,warning has
been issued,6.331166493739672,0.0583006475404975,-0.037863576716815395,0.011124999125061787,-0.03180533074631809,been issued
nws for,5.1984350138947555,0.05542530305196515,-0.034956679202466145,0.015262090325996765,-0.03562612236661888,nws for
southwestern,4.8556389280354395,0.04937539795367113,-0.04062404101510639,0.03480302954823489,-0.0434049426702311,southwestern
county southwester+n,4.8556389280354395,0.04937539795367113,-0.04062404101510639,0.03480302954823489,-0.0434049426702311,county southwester+n
southwester+n texas,4.758530581327173,0.04469798082315304,-0.04504019241220729,0.048667391687696016,-0.048466313990707895,southwester+n texas
2025 saturday,4.6325470432055935,0.027544696039390287,-0.061490313919661414,0.09666399942371379,-0.06598280965061785,2025 saturday
low,4.827156250671586,-0.042472760483305914,-0.13085864518162857,0.2653481869243189,-0.13600167220586196,low
area low,4.827156250671586,-0.042472760483305914,-0.13085864518162857,0.2653481869243189,-0.13600167220586196,area low
pressure,4.806489753216275,-0.043259425668517454,-0.13151491063687643,0.2669314765294426,-0.13676849951996736,pressure
low pressure,4.806489753216275,-0.043259425668517454,-0.13151491063687643,0.2669314765294426,-0.13676849951996736,low pressure
slowly,4.707595421536353,-0.0334620637815416,-0.12141827189145851,0.24536021662123716,-0.12690740646956045,slowly
pressure slowly,4.707595421536353,-0.0334620637815416,-0.12141827189145851,0.24536021662123716,-0.12690740646956045,pressure slowly
mak…,4.537550869335936,-0.004838169970397793,-0.0925569328411235,0.17878762903025183,-0.09821771704508472,mak…
slowly mak…,4.537550869335936,-0.004838169970397793,-0.0925569328411235,0.17878762903025183,-0.09821771704508472,slowly mak…
+2938,4.43996784116279,0.010149942050474068,-0.0773626896049708,0.14115555334159974,-0.0831633039269898,+2938
mak… +2938,4.43996784116279,0.010149942050474068,-0.0773626896049708,0.14115555334159974,-0.0831633039269898,mak… +2938
+2938 char+s,4.374362432445554,0.018498045549056364,-0.06880650331452808,0.11919476163041241,-0.07474073585075705,+2938 char+s
Houston,5.918158237684013,0.005508073890958978,-0.06841533924968543,-0.08175247971801695,0.12229173033538725,Houston
houston weather,3.2944481569363253,-0.004481876959385981,-0.0796281047467684,-0.07655838337081372,0.1352241804662625,houston weather
Radar,3.3415109878688596,-0.0018650675114052176,-0.08926785301469578,-0.08651284262487008,0.14775871070266275,Radar
weather radar,3.3415109878688596,-0.0018650675114052176,-0.08926785301469578,-0.08651284262487008,0.14775871070266275,weather radar
Flood,3.3912801221559756,0.0008578131410367214,-0.0999367922412404,-0.0974754013559444,0.16137985032464797,Flood
radar flood,3.3912801221559756,0.0008578131410367214,-0.0999367922412404,-0.0974754013559444,0.16137985032464797,radar flood
watch,3.443358001160887,0.0035419804204365386,-0.11153982759077487,-0.10934484253360083,0.17597132814590807,watch
flood watch,3.443358001160887,0.0035419804204365386,-0.11153982759077487,-0.10934484253360083,0.17597132814590807,flood watch
watch sever+e,3.521523629884377,0.0069836773186231285,-0.12960907306327393,-0.12774354021922507,0.19840363688710955,watch sever+e
storms and,3.871428316336577,0.005943457887671765,-0.21442984957365147,-0.21334643656592522,0.30368627200848247,storms and
and tornado,4.152286981548103,-0.01800327267265138,-0.281691692844645,-0.2808364675407056,0.38900907897698855,and tornado
tornado warnings,4.080219820401669,0.2104830434580105,-0.2584551850855448,-0.2580842827629385,0.18847034942708174,tornado warnings
warnings this,3.7542428972509017,0.07532285549680096,-0.1684396551063871,-0.16866275011617857,0.19664175514293403,warnings this
weekend—,3.69251546826049,0.044863358138500946,-0.14795926617678573,-0.14853731982271043,0.1947898716736727,weekend—
this weekend—,3.69251546826049,0.044863358138500946,-0.14795926617678573,-0.14853731982271043,0.1947898716736727,this weekend—
weekend— her+e,3.64756970159062,0.006827219363890655,-0.12839583605649546,-0.12966314832612347,0.19898163642732447,weekend— her+e
her+e the,3.311098974924824,-0.0035571470045801675,-0.08298453710848955,-0.08003034620195058,0.13961678283392795,her+e the
full,3.677791623589501,-0.0361782559197206,-0.12714480815234017,-0.12935456491628214,0.2298536091517696,full
the full,3.677791623589501,-0.0361782559197206,-0.12714480815234017,-0.12935456491628214,0.2298536091517696,the full
timeline,3.7461650222300147,-0.06528697678022524,-0.14102285013717658,-0.1437025031636201,0.26796582341067055,timeline
full timeline,3.7461650222300147,-0.06528697678022524,-0.14102285013717658,-0.1437025031636201,0.26796582341067055,full timeline
timeline the,3.7103234528195252,-0.06992265160623237,-0.12284750528768745,-0.1264480470644801,0.24867463338480714,timeline the
nws has,5.351553078706406,-0.06487703409515826,-0.015260703926190021,-0.012177483642069097,0.08078757912724667,nws has
series,3.5226830097480044,-0.03898807868202874,-0.014262030646691204,-0.025229258976432845,0.06967024092310417,series
issued serie+s,3.5226830097480044,-0.03898807868202874,-0.014262030646691204,-0.025229258976432845,0.06967024092310417,issued serie+s
serie+s weather,3.5344547747935375,-0.039568703022560735,-0.0025749675041100073,-0.015903186540903044,0.05188981561999975,serie+s weather
weather alerts,5.151562301895864,-0.0366765743231383,0.00038248478592883204,-0.004432550772135408,0.03666281624878845,weather alerts
alerts for,5.1513311693123995,-0.024577162482027418,0.007691289992603503,-0.008083672224398682,0.022571662752094754,alerts for
for houston,3.254695692411639,-0.006658987589444154,-0.07187355536468598,-0.06850947261959857,0.12494272019405891,for houston
houston and,3.871428316336577,0.005943457887671765,-0.21442984957365147,-0.21334643656592522,0.30368627200848247,houston and
surrounding,3.647492829613719,-0.038856585413522514,0.02412172545360042,-0.00023593475868710496,0.012645013684721635,surrounding
and surrounding,3.647492829613719,-0.038856585413522514,0.02412172545360042,-0.00023593475868710496,0.012645013684721635,and surrounding
counties,5.364847777730967,0.07222380445787588,0.019684462289537557,-0.05292052932304651,-0.041720201750970055,counties
surrounding counties,3.7301647623534375,-0.035241058272820446,0.031115524998768313,-9.626871985043697e-05,0.0025522368365965015,surrounding counties
urging,3.8226283605162843,-0.03414385117166298,0.035669550051214055,-0.0032604394339060083,4.9291686654531506e-05,urging
counties urging,3.8226283605162843,-0.03414385117166298,0.035669550051214055,-0.0032604394339060083,4.9291686654531506e-05,counties urging
urging resident+s,3.8979961407975137,-0.0329459389634473,0.039779141661109595,-0.0061831038025251875,-0.0023669877306109954,urging resident+s
prepare,4.071396336159712,-0.029072804165948398,0.05073759875304988,-0.014228479095613334,-0.009354291080787051,prepare
resident+s prepare,4.071396336159712,-0.029072804165948398,0.05073759875304988,-0.014228479095613334,-0.009354291080787051,resident+s prepare
prepare for,3.5670566080315744,-0.04078867482953112,0.013829270873308873,-0.003962825720092897,0.027432284813648816,prepare for
rainfall flash,4.857204431650311,0.011016569737302244,0.1313133249483239,-0.08114110365207897,-0.0731927997803443,rainfall flash
flooding and,5.44418770508866,0.048416486710026324,-0.13274904181659927,-0.17089265261592868,0.19619944574311754,flooding and
